"","country","newFert1name","newFert1N_Perc","newFert1P2O5_Perc","newFert1K2O_Perc","newFert1CostperBag","newFert1BagWt","newFert2name","newFert2N_Perc","newFert2P2O5_Perc","newFert2K2O_Perc","newFert2CostperBag","newFert2BagWt","newFert3name","newFert3N_Perc","newFert3P2O5_Perc","newFert3K2O_Perc","newFert3CostperBag","newFert3BagWt","newFert4name","newFert4N_Perc","newFert4P2O5_Perc","newFert4K2O_Perc","newFert4CostperBag","newFert4BagWt","newFert5name","newFert5N_Perc","newFert5P2O5_Perc","newFert5K2O_Perc","newFert5CostperBag","newFert5BagWt"
"1","NG","urea",46,0,0,"8000",50,"NPK15_15_15",15,15,15,"8000",50,"20:12:26+2Mg",20,12,26,"8000",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
